Id,Category,Sentence
2604,1,"There is the plot, a maddeningly persistent piano score that made me scream."
2606,4,"So a gripping, deep play that pulls you into a torrent of emotion while delving into the terrible complications of a terrifying day."
2607,2,Wiseman reveals the compassion and horror of victims of domestic violence.
2608,2,... a relatively inevitable but entertaining B-picture.
2609,2,You want to call it Domino's.
2610,2,"of pure intent and consistently entertaining, his secret life is light, harmless and imperceptible."
2612,0,"The characters... are extremely thin, their personalities are subject to radical changes if the script permits."
2613,3,A film is as simple and innocent as one imagines.
2614,1,She is simply too foolish and petty to tangle with her target audience.
2615,3,Mark Pellington's latest pop freiheit is as witty and overzealous as it is spooky and subtly infatuated with myths.
2616,1,"Why Deuces Wild, which was made two years ago, just launched at MGM is clear."
2617,1,The fact that the half-time match will last only 15 minutes is of significance.
2618,0,"We assume he had a bad run in the market or a costly divorce, because there is no earthly reason other than money why this outstanding actor would bend so low."
2619,1,"A bogus design based on theory, gimmicks, and badly voiced hypotheses."
2620,3,"An entertaining, if occasionally flawed, experiment."
2621,1,"Strictly speaking, a film, in the worst sense of the word."
2622,1,"When the Divine Secrets of the Ya-Ya Sorority suffer from a subtly melodramatic structure, it comes to life in the performances."
2623,2,"B-picture, which I mean as a compliment."
2624,0,"In short, we lack the courage of the two previous ones to make all those jokes about hos and unmentioned topics seem like mere splashing around in the dirt."
2625,3,"It will take you wherever, you'll hardly have expected to find it, but underneath the exotic surface - LRB- and excessive dancing -RRB- it's surprisingly old-fashioned."
2628,3,"An offbeat, imaginative film about the human imperative to blame monsters for all the ills of the world."
2629,1,"The collateral damage, like the agonizing ""End of Days,"" presents Schwarzenegger as a tragic figure, but pity belongs really to any viewer who is forced to watch him try out so many intricate facial expressions."
2630,0,"Yes, I gave this movie a zero rating."
2632,3,"A cruelly beautiful film - that looks, sounds and feels more like an extended, indefinite poem rather than a traditional structured story."
2633,1,"The investment in conventional arrangements, based on love, age, gender, race, and class, will never survive the movie."
2634,2,Wallace appears somewhat rude with his message sometimes and has a visual talent that becomes far too poetic for our liking.
2635,0,A troublesome orgy of excess and exploitation that makes no sense and leads nowhere.
2636,3,"Schaeffer is not there in this film, which is perhaps why it works so well."
2638,1,"s ""Uncertainty '-RRb-Homage to the Gallic tradition of quality in all its opaque rectangularity."
2639,4,"Devos and Cassel have a tremendous chemistry. Their sexual and romantic tension is never really voiced, but palpable."
2640,3,It is worth a look.
2641,1,She's only about as sexy and dangerous as an actress in a role that recalls Elizabeth Arden's terrible swimming at every turn.
2642,1,"This is an exercise not in biography, but in hero worship."
2643,1,The film's most unlikely feat?
2644,4,"Crouching and begging at the feet of grubby Giannini, Madonna put on her best performance since Abel Ferrara made her feel like porridge in his dangerous play."
2645,3,Ken Russell would love that.
2646,1,"The screenwriters dig ever deeper into the traditions of ""Dungeons and Dragons"" which operates logic and science with sophisticated military weapons..."
2647,0,You can't disguise it as one of the worst films of the summer.
2648,2,It has to be in the genes
2650,3,"""If you want to have an intelligent tearful temper, it may easily work its way into your heart."""
2651,3,Cedar defuses this provocative theme in a bit by immersing it in a jolly love triangle.
2652,2,-LRB- It -RRB- has the feel of a summery popcorn movie.
2653,2,Bearable.
2654,3,This is one of those immodest movies that can sneak along one long after the theater night has ended.
2655,1,"It's an acceptable way Researchers Άto spend a good hour with 8-10-year-olds, but it's unlikely to inspire more than a visit to McDonald's, let alone some clever street activism."
2656,3,"The satire of S1M0NE is not subtle, but it is effective."
2658,3,"For all those who have not read this book, the movie is a much better mother / daughter story than the ""Divine Secrets of the Ya-Ya Sisterhood"" of last summer, but that does not mean much."
2659,2,A little objectivity could have gone in the right direction.
2660,3,He manages to please the intended audience - the children - without putting their parents in a coma-like state.
2661,4,"It's brilliantly all-action, with clever people directing."
2662,2,"The movie makes valid arguments about the social status of America's Indigenous peoples, but all it does is evoke an emotional heartbeat."
2663,0,"Attempts to do the same as the brilliance of Animal House, but instead comes closer to the failure of the third Revenge of the Nerds sequel."
2664,0,According to CollaterDamage one could assume almost all the cliches about his abusive father had been revealed.
2665,3,"I didn't like the accents anymore, but I loved the love story."
2666,3,"Plus, as already mentioned... it's Robert Duvall!"
2667,4,"Leave it to the French to catch a glimpse of the most frightening angst of the modern worker, without turning the film into a cheap thriller, silent comedy, or bold melodrama."
2669,1,"Amid all the hustle and bustle, a question springs to mind: Why is this so bland?"
2670,1,"So though God Is Great highlights some interesting questions about identity and heritage, it's hard to shift the understanding that that it was supposed to be another film."
2671,4,"-LRB- A -RB- wonderfully sloppy story of love, desire and voting."
2673,1,"With a streamlined drafting process and direction, this material might work, especially because the lead performers are all more than competent, but women elen as it is, are personnel velocity at its best."
2674,0,It is a work lacking in meaning and a strong impulse.
2675,2,"Performances are powerful, the stories of the women are shrewdly interwoven and included."
2676,4,Dark humorous and often insightful.
2677,0,"Like a poor improvisation exercise, the superficially written figures trudge painstakingly down the paths they pass by in life, love, and art."
2678,4,"Awesome thanks to his cast, his cuisine and his idiosyncratic melodies."
2679,2,The grey zone gives a voice to a story that needs to be heard in the sea of Holocaust films... but the film suffers from its own difficulties.
2680,4,Daring and beautifully made.
2681,0,"""Analysis That"" is one of those crass, fictitious sequels, which not Apple itself fails to make you forget about the original too."
2682,2,Especially compared to the TV shows that inspired the film.
2683,1,"Like a mid-sized network sitcom - mostly harmless, but ultimately so weightless that it could virtually be lost from the screen by a decent draft in the auditorium."
