,Caterogy,Sentence
846,2,it 's an often cute film but either need more substance to fill the time or some judicious editing .
847,0,it appear to have be model on the bad revenge of the nerd clich the filmmaker could dredge up .
848,3,the movie 's seam may show ... but pellington give `` mothman `` an irresistibly uncanny ambience that go long way toward keep the picture compelling .
849,2,"in my opinion , analyze that be not as funny or entertaining as analyze this , but it be respectable sequel ."
850,1,start read your script before sign that dotted line .
851,1,at once overly old fashion in its sudsy plotting and heavy hand in its effort to modernize it with encomium to diversity and tolerance .
852,1,the film do't show enough of the creative process or even of what be create for the non fan to figure out what make wilco big deal .
853,4,"in xxx , diesel be that rare creature an action hero with table manner , and one who prove that elegance be more than tattoo deep ."
854,3,almost everyone grow up believe their family must look like `` the addams family `` to everyone look in ... `` my big fat greek wed `` come from the heart ...
855,0,the movie be dud .
856,2,"it 's hard to believe that relationship like holly and marina 's could survive the hothouse emotion of teendom , and its longevity get more inexplicable as the characterization turn more crassly reductive ."
857,0,it 's just rather leaden and dull .
858,4,nothing short of masterpiece and challenge one .
859,4,"the story , once it get roll , be nothing short of great one ."
860,0,collapse after 30 minute into slap happy series of adolescent violence .
861,1,statham employ an accent that think be suppose to be an attempt at hardass american but sometimes just lapse into unhidden british .
862,1,"a beyond lame satire , teddy bear ' picnic rank among the most pitiful directing debut by an esteemed writer actor ."
863,2,an intriguing near miss .
864,3,"it may scream low budget , but this charmer have spirit that can not be deny ."
865,1,take outside the context of the current political climate see terrorist be more evil than ever !
866,3,"if you 're willing to have fun with it , you wo't feel cheat by the high infidelity of unfaithful ."
867,2,a cautionary tale about the grandiosity of college student who see himself as impervious to fall .
868,4,a small gem from belgium .
869,4,"will assuredly rank as one of the clever , most deceptively amuse comedy of the year ."
870,3,"it 's an effort to watch this movie , but it eventually pay off and be effective if you stick with it ."
871,3,"in the disturbingly involve family dysfunctional drama how kill my father , french director anne fontaine delivers an inspired portrait of male ridden angst and the emotional blockage that accompany this human condition"
872,0,"the effort be sincere and the result be honest , but the film be so bleak that it 's hardly watchable ."
873,3,here 's yet another cool crime movie that actually manage to bring something new into the mix .
874,3,"though jackson do't always succeed in integrate the character in the foreground into the extraordinarily rich landscape , it must be say that he be an imaginative filmmaker who can see the forest for the tree ."
875,1,"the star who help give spark to `` chase amy `` and `` change lane `` fall flat as think man cia agent jack ryan in this summer 's new action film , `` the sum of all fear . ``"
876,2,the umpteenth summer skinny dip in jerry bruckheimer 's putrid pond of retread action twaddle .
877,0,"a gratingly unfunny groaner litter with zero dimensional , unlikable character and hackneyed , threadbare comic setup ."
878,3,an intelligent romantic thriller of very old school kind of quality .
879,2,culkin turn his character into what be basically an anti harry potter right down to the gryffindor scarf .
880,1,check your brain and your secret agent decoder ring at the door because you do't want to think too much about what 's go on .
881,2,a disturbing examination of what appear to be the definition of ` bad ' police shooting .
882,1,i find the movie as divide against itself as the dysfunctional family it portray .
883,2,yet another self consciously overwritten story about rag tag bunch of would be character that team up for ca't miss heist only to have it all go wrong .
884,1,... cinematic disaster so inadvertently sidesplitting it 's worth the price of admission for the ridicule factor alone .
885,1,"this be sandler run on empty , repeat what he 's already do way too often ."
886,4,"while maintain the appearance of clinical objectivity , this sad , occasionally horrify but often inspiring film be among wiseman 's warm ."
